SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,NumBars,NumBeats,EndOfFadeIn,Energy,Key,Loudness,Mode,NumSections,SegmentsLoudnessMax,SegmentsLoudnessMaxTime,NumSegments,SongHotness,StartOfFadeOut,NumTatums,Track7DigitalID,TrackID
6447,b'SOVLXGX12AB0186244',414896,b'Stax: The Soul Of Hip-Hop',b'AR7AOEJ1187FB3D279',33.35303,b'Inverness MS',-90.59005,b'Little Milton',0,278.30812,7,0.583,141.609,4,0.407,b'Packed Up And Took My Mind',1975,162,652,0,0,7,-11.062,0,12,-4.855,0.37003,992,nan,271.853,1304,4621853,b'TRAWBVW128F932A39F'
6448,b'SOKSJHK12A6D4F7DF6',26379,b'Bush Doctor',b'ARW0Z9V1187B9A0699',,b'Westmoreland Jamaica',,b'Peter Tosh',0,371.1473,9,0.457,146.644,4,0.107,b'Stand Firm (2002 Digital Remaster)',1978,223,896,0,0,9,-9.821,1,16,-3.648,0.41759,1581,nan,359.108,1793,285104,b'TRAWBWG128F1462C30'
6449,b'SOHCMZK12A6D4F8933',56715,b'Speaking In Tongues [w/Bonus Tracks & Interactive Booklet]',b'ARROQSO1187B9AEB80',,b'',,b'Talking Heads',0,348.78649,10,0.032,116.125,4,0.772,b'Two Note Swivel (Unfinished Outtake)',2005,167,671,0.09,0,10,-12.041,1,12,-5.693,0.31948,1416,0.629476733,335.25,1342,589094,b'TRAWBXQ128F149BF78'
6450,b'SOKAWOJ12AB018192A',645968,b'Nerosubianco Original Soundtrack',b'AR08YJF1187B9B2D59',,b'Florida',,b'The Freedom',0,189.3873,2,0.202,139.103,4,0.55,b'We Say No',0,108,435,0.2,0,2,-7.779,1,11,-3.961,0.40823,632,nan,182.561,870,7156671,b'TRAWBYI128F934BD90'
6451,b'SOUGFKW12A8C136C62',146318,b'Riddim Driven: Dreaming',b'ARNWCYY11F4C83DDBE',,b'',,b'Movado',0,182.07302,7,0.013,184.012,4,1,b'Dreaming',0,134,541,0,0,7,-6.94,1,14,-2.74,0.27934,922,nan,176.454,1083,1526335,b'TRAWBYJ128F4254E34'
6452,b'SOMFTLI12AB018BC0A',751218,b'20 Mejores Rumbas Vol.1',b'AR5OHUU1187FB55B10',,b'',,b'Varios Artistas de Rumba',0,171.88526,6,0.351,113.862,4,0.138,b'Don Toribio',0,78,318,2.554,0,6,-5.762,1,7,-1.28,0.60605,750,nan,167.178,1272,8317160,b'TRAWBZE12903CA6CFA'
6453,b'SOQIYTK12AB0189CCF',560372,b'Misanthropy Pure',b'AR8HQBB1187B99F7BB',41.70671,b'Poughkeepsie New York / Pompano Beach Florida',-73.92937,b'Shai Hulud',0,188.29016,2,0.208,136.331,4,0,b'We Who Finish Last',2008,104,419,0,0,2,-4.019,0,7,-1.555,0.65949,614,0.693655624,184.744,839,6202061,b'TRAWCGS128F934BE2F'
6454,b'SOUEUYT12A58A7DB62',748638,b'Greatest Hits 2001-2009: Deluxe Edition',b'ARNQAVF11F4C844C04',,b'',,b'Despina Vandi',0,253.07383,10,0.194,130.022,4,0.557,b'Gia',0,132,532,0,0,10,-5.529,0,7,-1.373,0.88658,1304,0.706714939,230.818,1064,8288535,b'TRAWCIC128F92FE36A'
6455,b'SOGZVEM12A8C141494',238761,b'Canada Songs',b'ARMEYJD1187B9A4522',41.82387,b'Providence RI',-71.41199,b'Daughters',0,64.9922,8,0.15,143.251,1,0,b'Jones From Indiana',2003,155,155,0,0,8,-4.058,0,2,-1.549,0.78591,205,nan,64.992,310,3000161,b'TRAWCIS128F428CFD1'
6456,b'SOBMXRG12A6D4F9517',29046,b'Mamouna',b'ARIZODP1187B9AD272',54.89814,b'Washington England',-1.53179,b'Bryan Ferry',0,247.11791,3,0.58,119.897,1,0,"bDon't Want To Know (1999 Digital Remaster)""""",1994,491,491,0.628,0,3,-6.895,0,10,-2.461,0.56598,990,0.487112195,236.071,983,319628,b'TRAWCJY128F146A1D5'
6457,b'SOLKNII12AB01823D9',439529,b'Best of (Deluxe Version)',b'AROGAPH1187B98CF9C',,b'',,b'B\xc3\xa9nabar',0,243.59138,0,0.625,143.143,4,0.362,b'La Pierrade',2007,143,575,3.077,0,0,-12.5,1,10,-6.519,2.24246,944,0.299877488,236.304,1149,4895056,b'TRAWCLF128F92F48C4'
6458,b'SOZCARG12A6D4F74D1',28023,b'No Name Face',b'ARUTEVU1187B9ACAF9',34.05349,b'NORTH FORT MYERS Florida',-118.24532,b'Lifehouse',0,360.95955,8,0.474,141.78,4,0.982,b'Simon',2000,209,839,5.103,0,8,-7.072,0,14,-2.172,1.24425,1063,0.664556227,345.53,1678,307754,b'TRAWCQE128F14676AC'
6459,b'SORIGHO12AB0184BED',575413,b'Warp20 (Recreated)',b'ARIMJFK1187FB4ED3E',,b'',,b'Luke Vibert',0,347.8722,8,0,65.658,1,0.367,b'LFO [Original by LFO]',0,378,378,0.159,0,8,-5.388,1,11,-0.581,0.3008,1803,0.556835556,342.413,2265,6377266,b'TRAWCQH12903CA9CB0'
6460,b'SOIKAUS12AB018AD93',517848,b'River of Gold',b'AR00LNI1187FB444A5',,b'',,b'Bruce BecVar',0,257.93261,9,0.542,135.929,4,0.587,b'Your Heart Can Sing',0,141,568,0.537,0,9,-14.374,1,12,-5.144,0.46729,722,0.229144104,247.391,1136,5732558,b'TRAWCRG128F934F65B'
6461,b'SOBWYCD12A8C13B45D',215919,b'Communication',b'AROQWIB11F4C83E5DC',,b'',,b'Mario Piu',0,430.54975,7,0.774,137.981,4,0,b'Communication',0,244,980,0.251,0,7,-9.152,1,18,-5.081,0.25152,2228,nan,423.654,1960,2350077,b'TRAWCRK128F427CA9F'
6462,b'SOJTITX12AB0183525',369461,b'I Got To Find Me A Woman',b'AR63RWN1187FB3E89A',34.56039,b'Marvell AR',-90.91387,b'Robert Lockwood_ Jr.',0,274.70322,2,0.591,90.64,1,0,b'Feel Like Blowing My Horn',1998,403,403,0.392,0,2,-13.456,1,15,-4.624,0.35567,902,0.253834736,266.292,806,4114960,b'TRAWCRX128F9338160'
6463,b'SOIXCUV12AB017F48C',542446,b'Home Town Hero',b'ARWADDH1187B98FDBB',34.05349,b'Los Angeles California',-118.24532,b'Home Town Hero',0,206.88934,8,0.807,161.991,4,0,b'Twelve Ounce (Album Version)',2002,132,532,0,0,8,-3.798,1,9,-0.841,0.40673,540,0.253834736,200.812,1064,6004440,b'TRAWCTI128F931BF21'
6464,b'SOQSEFW12AB0189888',714369,b'Monster Zero',b'ARM8EYV1187B9B144D',51.50632,b'London / New York',-0.12714,b'Misty Roses',0,290.7424,8,0.439,105.046,4,1,b'Innsmouth Jewelry',0,129,519,0,0,8,-11.487,1,11,-5.777,0.72353,905,0.193711018,272.591,1037,7922828,b'TRAWCTL12903CBD92A'
6465,b'SOQMKZB12A8C134A5A',288454,b'Tears',b'AR051KA1187B98B2FF',,b'',,b'Wilks',0,274.05016,1,0,89.99,4,0.833,b'People with honour',0,101,408,0,0,1,-8.908,1,10,-1.892,0.1922,1311,nan,260.539,816,3237656,b'TRAWCTS128F4275C3C'
6466,b'SODSFMM12AAF3B4962',382324,b'Little Of The Past',b'ARVQV7Q1187FB59C5D',,b'',,b'Little Angels',0,229.01506,0,0.54,85.163,4,0,b'The First Cut Is The Deepest',1999,79,321,0,0,0,-6.489,1,10,-2.856,0.43334,616,0,209.81,643,4242849,b'TRAWCUK128F92DE15C'
6467,b'SOSOSQO12A8C13A23A',265739,b'The Crowning Of Prince Jammy',b'ARJDMBO1187B9AD118',,b'',,b'Johnny Osbourne',0,226.69016,1,0.995,128.532,4,0.043,b'Mr. Marshall',0,119,479,0.578,0,1,-9.237,1,9,-4.866,0.28317,987,0.327736683,213.061,958,2867361,b'TRAWCXJ128F426F2B5'
6468,b'SOSDZBN12AB01815C3',540308,b'You Break It...You Bought It!',b'ARI648V1187B9B5379',,b'',,b'Michael Stanley Band',0,257.61914,5,1,167.336,4,0,b'Where Have All The Clowns Gone',1975,179,720,0.31,0,5,-15.089,1,12,-8.104,0.26058,787,0,257.619,1439,5982919,b'TRAWCYI128F9316BD9'
6469,b'SOHDQDZ12A6D4F86E2',43305,b'House Of Dark Shadows and Night Of Dark Shadows',b'ARPNJUD122BCFCB9B4',,b'AUSTRALIA',,b'Dark Shadows',0,116.6624,7,0.671,130.557,1,0.336,b'Love Theme From Night Of Dark Shadows (unused Version)',0,242,242,0.271,0,7,-27.942,1,4,-17.162,0.25826,306,nan,104.316,485,461955,b'TRAWDAI128F148438A'
6470,b'SOEWVBB12A8C135AE7',291797,b'Live At The Metro',b'ARPKK761187FB4D53C',40.10216,b'Anderson IN',-85.67869,b'The Ataris',0,199.26159,2,0.509,199.028,4,0,b'so long_ astoria',2004,162,651,0,0,2,-3.254,1,7,-1.021,1.3898,604,nan,199.262,1302,3275289,b'TRAWDEZ128F427ED67'
6471,b'SOCKIPJ12A67FFB378',68737,b'Red Gone Wild',b'ARXWAQQ1187B9AE954',,b'Newark NJ',,b'Redman',0,209.84118,1,0.756,98.401,4,0.669,b'Suicide',2007,84,348,0,0,1,-12.466,0,9,-7.893,0.44228,817,0.599875581,203.726,696,718667,b'TRAWDLK128EF342E1E'
6472,b'SOQLJFO12A6D4F7503',30962,b'Blood Sugar Sex Magik',b'ARE8GLF1187FB52532',,b'',,b'Red Hot Chili Peppers',0,193.43628,9,0.573,134.221,4,0,b'The Greeting Song (Album Version)',1991,107,435,0,0,9,-9.959,1,11,-7.081,0.24546,731,0.7015192,193.436,868,336125,b'TRAWDOU128F146D770'
6473,b'SOEWOEU12A8C138FB1',293864,b'At Last...The Duets Album',b'AR9AWNF1187B9AB0B4',,b'Seattle Washington USA',,b'Kenny G Featuring Brian McKnight',0,232.25424,10,0,149.979,4,0.771,b'Careless Whisper',0,142,572,0.311,0,10,-7.098,1,10,-3.208,0.46974,886,0.559472776,219.928,1145,3304791,b'TRAWDRR128F4285F57'
6474,b'SOVXTGT12A58A78B8D',640908,b'Graffiti',b'ARXOTQH1187FB57084',,b'Fairfax California',,b'Chris Brown',0,219.21914,5,0.33,105.98,4,0.824,b'Famous Girl',0,96,385,0,0,5,-4.963,0,8,-0.987,0.34887,845,0.652619551,216.352,770,7111669,b'TRAWDWZ128F9340E55'
6475,b'SOOJGRF12AB0184D20',662316,b'Comedy Ping-Pong',b'ARKQADX1269FCD155B',,b'',,b'Rocky Whatule',0,197.642,5,0.524,97.875,4,0.678,b'Retarded Army',0,73,327,0,0,5,-8.412,1,10,-5.271,0.52722,881,0,197.642,982,7340482,b'TRAWDXZ12903CA6E1D'
6476,b'SOCZOGJ12A6701C3F3',8670,b'Matrix Revolutions: The Motion Picture Soundtrack',b'ARKF8XU1187B9A990A',,b'',,b'Don Davis',0,255.32036,10,0.431,138.494,3,0.279,b'Trinity Definitely (Album Version)',0,185,559,2.85,0,10,-27.24,0,10,-19.965,2.64725,398,nan,244.123,1117,87712,b'TRAWDYU128E07866AD'
6477,b'SORXDPO12AB01861CB',370554,b'Dark Island',b'ARDOZIV11F4C83DD59',,b'',,b'Maria Forde',0,175.5424,4,0.486,94.753,4,0.96,b'To Your Door',0,68,277,0.467,0,4,-10.775,1,10,-6.633,0.6726,554,nan,168.687,555,4125574,b'TRAWDZY128F9339D32'
6478,b'SOONZSD12AAF3B5127',548298,b'Meteor Rain',b'ARXNDB61187B9B2208',,b'',,b'Ken Chu',0,224.78322,6,0.896,110.078,4,1,b'Ai Bu Hui Yi Zhi Deng Ni',0,100,403,0,0,6,-6.806,1,11,-1.643,0.60955,957,nan,215.545,807,6064764,b'TRAWEBH128F932A8CF'
6479,b'SOIRCWN12A6D4FC58D',59773,b'Contagious',b'ARGQANQ11F50C4769E',37.87869,b'San Francisco Bay Area',-121.94345,b'Y&T',0,201.74322,3,0.483,123.788,4,0.521,b'Contagious',1987,101,407,0.478,0,3,-12.083,0,9,-8.873,0.59072,584,0.666532379,197.004,814,618923,b'TRAWEDC128F14A2EBA'
6480,b'SOXVOIG12A8C13D07D',303281,b'The Best Of',b'AR0QT3O1187FB56860',53.34376,b'Dublin Ireland',-6.24953,b'Ronnie Drew',0,195.00363,9,0.954,117.141,4,0.162,b'Seven Drunken Nights',0,86,361,1.031,0,9,-10.652,1,10,-5.707,0.33616,697,0.338326641,188.912,722,3438142,b'TRAWEDG128F42A5F1C'
6481,b'SOKWHHK12AB01895AA',713194,b'Everything_ I Bet You',b'ARSWORN1187B991A7B',,b'',,b'The Honeydogs',0,221.07383,11,0.63,117.003,4,1,b'Kandiyohi',0,105,424,0.369,0,11,-6.654,1,10,-3.301,0.2693,954,0,206.396,848,7911674,b'TRAWEFD12903CBADE8'
6482,b'SOWZWPJ12A58A7918F',389998,b'No Limits',b'ARMP9P61187B9B04B3',,b'',,b'Marco Rima',0,362.9971,9,0.645,187.511,4,0.796,b'Der Kleine Idiot',0,283,1140,0,0,9,-8.036,1,16,-1.782,0.66941,1312,0,353.959,1140,4327097,b'TRAWEFQ128F92EF95E'
6483,b'SOUXEOI12A6D4FB18E',65619,b'Mecca And The Soul Brother',b'AR9OMFE1187FB3BB54',,b'Mt. Vernon NY',,b'Pete Rock & C.L. Smooth',0,286.69342,1,0.69,101.779,4,0.978,b'They Reminisce Over You (Single Version)',1992,121,490,2.415,0,1,-10.235,0,8,-6.212,0.61623,1228,0.932274163,259.373,980,684457,b'TRAWEIX128F14B0F05'
6484,b'SOKAAAY12AB0186459',451998,b'The Texas Ranger Project',b'AR4L5ZC1187FB450A4',,b'',,b'Bescenta',0,231.91465,1,0.668,76.014,1,0.746,b'Why',0,289,289,3.286,0,1,-6.479,1,12,-1.542,0.2927,1220,nan,222.981,1448,5016736,b'TRAWENG128F93105B0'
6485,b'SOFQUFD12A8C13406F',148254,b'Bis - Clara Nunes',b'AR0QL3J1187FB3748E',,b'',,b'Clara Nunes',0,213.49832,6,0.448,91.806,7,0.593,b'Na\xc3\xa7\xc3\xa3o',1982,45,322,0.387,0,6,-12.82,1,10,-7.452,0.41633,958,nan,198.055,1609,1543835,b'TRAWEQF128F42591E9'
6486,b'SOMMXAD12A58A76FBF',138515,b'In The Wake Of Determination',b'ARF6ZTO1187FB3684F',,b'LONG BEACH California',,b'Story Of The Year',0,145.3971,10,0.059,209.695,4,0.493,b'Meathead (Album Version) (Non-PA)',2005,122,492,0.115,0,10,-4.219,1,5,-0.83,1.45019,473,0.624180159,140.614,983,1438203,b'TRAWEST128F4242614'
6487,b'SOODUWF12AB017A0B8',386453,b'Back 2 Tha Clap',b'AROI2SN1187B98E9FD',34.05464,b'Pomona CA',-117.75002,b'Kokane',0,208.03873,0,0.282,94.854,4,1,b'Straight Coats',0,80,335,0.09,0,0,-8.796,0,10,-4.076,0.27439,891,0.212045405,203.831,671,4285959,b'TRAWEUP128F92E72BD'
6488,b'SODPTLB12A8C13E227',111347,b'\xc3\x9cberfall',b'ARGBG2T1187B9B1670',,b'',,b'Massive T\xc3\xb6ne',0,310.25587,8,0.19,92.872,4,1,b'Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle',0,119,479,2.815,0,8,-8.096,0,12,-3.832,1.3481,1491,0.304169503,304.089,958,1151260,b'TRAWEWS128F4297249'
6489,b'SOFKVJV12A6D4F8F4B',47334,b'The World We Knew',b'ARPPURC1187B990FB7',,b'',,b'Bert Kaempfert And His Orchestra',0,132.5971,10,0.407,88.47,4,1,b'Talk',0,46,192,2.543,0,10,-11.554,1,7,-3.811,0.2715,470,0,129.364,384,507409,b'TRAWEYD128F148C93B'
6490,b'SOYSLBQ12A8C143F44',612251,b'Purity Accuracy',b'ARB336A1187B9A4583',42.25147,b'Lincoln Park MI',-83.18186,b'MC5',0,351.60771,8,0.416,125.848,3,0.87,"bIt's A Man's World (Live_ Saginaw Civic Centre_ 1 January 1970)""""",0,244,739,0.334,0,8,-18.044,0,13,-8.797,0.65006,998,nan,345.165,1477,6806589,b'TRAWFAG128F92F6CDE'
6491,b'SOKHLQD12A58A767FA',571789,b'Vo Slavu Velikim',b'ARV1RMI1187FB48F94',,b'',,b'Arkona',0,310.33424,2,0.07,150.068,4,0.312,"bSkvoz' Tuman Vekov""""",0,193,777,0,0,2,-6.635,0,13,-2.73,0.61644,1065,0.623622454,305.087,1554,6333303,b'TRAWFBM12903C9F412'
6492,b'SOROOOR12AB018572F',804150,b'Kurbads',b'ARFN3YG1187B9AD9F1',56.87546,b'Latvia',24.6075,b'Skyforger',0,252.81261,7,0.722,100.138,4,0.37,b'In the Underworld',2010,105,423,0,0,7,-4.194,1,12,-1.631,1.32326,870,0.535106025,250.404,1694,8889399,b'TRAWFCM12903CBE6FA'
6493,b'SOPBJWH12B0B809492',15755,b'The Best Of Extreme (An Accidental Collication Of Atoms)',b'AR5J8XN1187B9B712E',,b'',,b'Extreme',0,364.38159,8,0.388,87.337,4,0.367,b'Stop The World',0,127,512,5.904,0,8,-7.759,1,16,-2.938,3.05443,951,0.665930147,355.619,1025,166340,b'TRAWFGF128E0792FE0'
6494,b'SOMWRSR12AC4688F6C',778467,"b'Vintage Pop N\xc2\xba 47 - EPs Collectors Lisboa Antiga'""",b'ARHXWB01187B9A205C',,b'',,b'Gloria Lasso',0,147.82649,3,0.433,109.54,4,0.364,b'Dos Arbolitos (Ranchera)',0,67,274,0,0,3,-9.165,1,8,-4.509,0.9246,513,nan,145.026,548,8614489,b'TRAWFIQ12903CEF3C2'
6495,b'SOHKBRH12AC9075908',739931,b'Des vies',b'ARKEBNJ126E2B3BF7E',,b'',,b'Th\xc3\xa9ophil',0,305.3971,4,0.178,109.373,5,0.346,b'Madame Irma',0,106,547,0.194,0,4,-10.516,0,12,-3.662,0.41139,1184,0,296.954,1640,8197087,b'TRAWFKP12903D0066A'
6496,b'SOGRTDQ12A6D4FBBAA',65428,b'1970: The Complete Fun House Sessions',b'ARLR9U31187B9A71AD',42.32807,b'Ann Arbor MI',-83.7336,b'The Stooges',0,211.35628,11,0.492,126.641,4,0.509,b'Down On The Street (False Start Take 2)',0,109,441,0,0,11,-6.969,0,8,-2.942,0.28969,788,nan,207.946,882,682176,b'TRAWFLJ128F14B064D'
6497,b'SOBUDEU12AB018431E',392422,b'Grande',b'ARFFR931187B98F51F',,b'',,b'Mother Superior',0,169.63873,1,0.068,145.48,4,0.39,b'Get that Girl (Remix)',2008,101,407,0,0,1,-7.344,0,8,-3.975,0.55992,517,0.265861049,162.122,813,4352594,b'TRAWFNS128F92F42F7'
6498,b'SOPOWJI12A8C14159F',170018,b'Reaching For The Best',b'ARH8VT91187FB49CA2',45.7594,b'Lyon FR',4.82897,b'The Exciters',0,194.53342,5,0.328,137.237,4,0,b'Reaching For The Best',1994,109,438,0.359,0,5,-8.031,1,7,-3.948,0.23643,797,0.676281395,188.093,875,1803353,b'TRAWFQT128F4294716'
6499,b'SOLYOES12A8C1332E6',241191,b'Early Rythms',b'AR78WG01187B98E404',19.45565,b'Santiago de los Caballeros Domin',-70.70719,b'Johnny Pacheco',0,183.03955,0,0.528,117.125,4,0.524,b'Mi Musica Es Para Ti',0,88,356,4.928,0,0,-12.068,0,7,-7.778,0.32073,626,0.582918458,175.404,712,2631048,b'TRAWFRU128F42382AE'
6500,b'SORBTDC12A6D4F4F6B',80847,"bI've Got The World On A String""""",b'ARS7WBX1187B98CA38',32.58507,b'Mississippi',-89.87374,b'Buffalo Nickel Band',0,200.25424,7,0.638,163.759,4,0.623,b'Palm Springs Jump',0,131,526,0,0,7,-18.095,1,10,-11.156,1.54644,753,0.19065616,193.747,526,856009,b'TRAWFSY128EF35DC76'
6501,b'SORTSWB12A58A7DCA3',575356,b'These Words (I Love You_ I Love You)',b'ARBAW9R1187B98FB6B',51.50632,b'London',-0.12714,b'Natasha Bedingfield',0,377.25995,8,0.047,97.325,4,0.55,b'These Words',2004,151,608,6.281,0,8,-7.331,1,13,-1.195,0.33082,1484,nan,336.086,1216,6386912,b'TRAWFTQ12903CAC1FA'
6502,b'SOYWMGK12A8C13D279',133624,b'Puritanical Euphoric Misanthropia',b'ARLSF8H1187B9A76B0',,b'Oslo Norway',,b'Dimmu Borgir',0,313.88689,1,0.684,186.848,4,0,b'Sympozium',2001,242,977,0.38,0,1,-2.307,1,12,0.001,0.9017,773,nan,307.542,1954,1118276,b'TRAWFVE128F42912CA'
6503,b'SOJCZJK12AC468BDA7',607954,b'Tha Throwback',b'AR3DCWS1187B9A4416',41.88415,b'CHICAGO US',-87.63241,b'Cartel',0,177.3971,8,0.04,154.076,4,1,b'Fool',0,113,455,0,0,8,-6.043,1,8,-2.38,0.23379,792,nan,169.633,910,6755258,b'TRAWFYF12903D054FB'
6504,b'SOMUZUT12A58A7A330',661422,"bThe Crash Of '47""""",b'ARSO8M21187B99C7EE',,b'',,b'Atomship',0,296.04526,0,0.417,136.129,4,0.208,b'Whitfield',2004,164,657,0,0,0,-5.233,1,11,-1.231,0.77528,1019,0.666303015,287.626,1315,7330498,b'TRAWFYX12903CA4766'
6505,b'SOFKKHD12AB0183B47',342587,b'Modern Times',b'AR1WC0X1187B991056',37.77916,b'San Francisco CA',-122.42005,b'Jefferson Starship',0,240.3522,9,0.819,189.735,4,0.573,b'Stairway To Cleveland',1981,185,743,0.305,0,9,-6.681,1,8,-4.326,0.86918,786,0.327736683,226.377,1486,3836173,b'TRAWFZB128F92FFB99'
6506,b'SOJRXHM12A8C13D93E',307847,b'Love Songs',b'AR0AVIB1187FB37D01',,b'Englewood NJ',,b'Regina Belle',0,307.22567,7,0.55,92.643,4,0.95,b'Quiet Time',1993,116,468,4.301,0,7,-9.174,0,16,-3.757,1.09939,1112,nan,289.489,1872,3468042,b'TRAWGDB128F42AD39D'
6507,b'SOICCOL12A81C22510',264846,b'Transcendence into the peripheral',b'AR7ZWJK1187FB55EC2',,b'',,b'Disembowelment',0,460.56444,3,0.622,79.952,7,0.452,b'Your Prophetic Throne Of Ivory',1993,73,616,0,0,3,-10.351,1,12,-5.502,1.42868,1041,0.576300659,449.591,1848,2838523,b'TRAWGKB128F4268327'
6508,b'SOLGKUS12A8C1436EE',430097,b'Spongebob Squarepants - The Yellow Album',b'ARJS05S1187FB58F3A',,b'LOS ANGELES California',,b'Spongebob Squarepants',0,76.82567,9,0.673,122.887,4,0.973,b'Ripped Pants',2005,36,146,0.2,0,9,-8.892,0,4,-5.435,0.99244,220,0.615614234,70.798,293,4802168,b'TRAWGLP128F92DE5AD'
6509,b'SOCIJMZ12AB0185989',420095,b'Never Give Up',b'ARPAH7U1187B9A308F',,b'',,b'Fred Locks',0,243.43465,7,0.131,161.895,4,0.691,"bDon't Wait For Me""""",0,163,654,0.136,0,7,-7.902,1,10,-1.944,0.2261,1113,nan,229.193,1307,4681163,b'TRAWGNF128F93367E4'
6510,b'SODIUET12A8C144375',377013,b'The First Take Is The Deepest - Previously Unissued Alternate Versions From The Vaults Of Ace MS.',b'ARG1FA61187B994921',41.0981,b'Youngstown OH',-80.65079,b'Bobby Marchan',0,156.23791,5,0.704,79.531,1,0,b'It Hurts Me To My Heart',0,205,205,0.136,0,5,-10.26,1,8,-3.62,0.39606,452,nan,151.766,410,4194858,b'TRAWGSI128F92D3E8D'
6511,b'SOUDHVE12AB01828C2',633510,b'We Are One Remixes',b'AR71WYS1187FB5170D',,b'',,b'Kelly Sweet',0,504.92036,1,0,135.015,4,0.619,b'We Are One',2007,284,1141,0.217,0,1,-7.321,0,14,-3.198,1.07016,2741,0.253999077,504.92,2281,7031299,b'TRAWGTL128F932D4F9'
6512,b'SOCVJTJ12A58A80CFA',245319,b'Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal',b'ARMCYCP11F4C83ED97',,b'',,b'Kuijken Kwartet',0,184.86812,0,0.439,64.905,1,1,b'Introitus: Requiem: Agnus Dei',0,194,194,1.052,0,0,-27.564,1,8,-19.514,1.60659,328,0.323112121,179.798,194,2660760,b'TRAWGUR128F423F668'
6513,b'SOGEMNI12A8C13A780',295046,b'Super Hits',b'ARZL6CE1187FB3F264',27.9758,b'Fort Meyers FL',-81.54106,b'Mindy McCready',0,192.62649,0,0.153,165.763,4,0.141,b'Guys Do It All The Time',1996,130,525,0.316,0,0,-6.782,1,11,-2.124,0.62573,600,0.729612115,179.322,1049,3322924,b'TRAWGXD128F428A36B'
6514,b'SOGUFFP12A8C13FE41',310374,b'Purified Sampler',b'AR2O3B51187B98CD94',35.2225,b'Charlotte NC',-80.83754,b'Cece Winans',0,103.65342,7,0.5,85.199,4,0.509,"bMamma's Kitchen""""",0,34,146,0.31,0,7,-11.914,1,5,-5.9,0.33351,385,0.419674279,96.52,292,3513471,b'TRAWGYK128F42B847B'
6515,b'SOKMQOO12A8C136C82',302123,b'Original Album Classics',b'ARLCQZN1187B9AF634',,b'',,b'Patti Smith Group',0,284.21179,9,0.001,76.814,3,0.682,b'Wave',1979,108,354,6.502,0,9,-20.058,1,12,-11.318,3.64839,681,nan,268.579,707,3544154,b'TRAWGYZ128F92C494B'
6516,b'SOPGUKP12A6D4FCE37',226131,"bCallin' Out Remix 12""""",b'AR0JPOG1187FB37383',,b'Japan',,b'Lyrics Born',0,209.73669,1,0.533,104.492,3,0,b'Do That There (Album Instrumental)',0,120,363,0.891,0,1,-9.097,1,5,-2.294,1.18327,911,nan,194.038,1451,2473977,b'TRAWHBM128F4214E2B'
6517,b'SOKSRRN12A8C135415',286010,b'The Platinum Collection',b'ARGNGRI11E2835D567',,b'',,b'Tam Tam Go!',0,223.97342,4,0.5,118.041,5,0.843,b'Better Ways',1990,86,433,0,0,4,-8.22,0,11,-1.971,0.41415,771,nan,214.175,865,3197993,b'TRAWHDG128F426C8E3'
6518,b'SOKHGCN12A8C13CFFE',166506,"bI'm Gonna Lasso Santa Claus""""",b'ARRYZAA11F4C83B663',,b'',,b'Maddox Brothers and Rose',0,145.162,2,0.931,99.6,4,0.184,b'Jingle Bells',0,57,233,0.223,0,2,-12.177,1,7,-7.845,0.48116,499,0.408110884,139.639,466,1760242,b'TRAWHHF128F428C2C2'
6519,b'SOLFOLX12A8C1443AB',611773,b'Strange Kicks',b'ARE13NK1187FB4CF92',51.50632,b'London England',-0.12714,b'Alternative TV',0,180.63628,11,0.379,136.69,4,0.177,b'Dub In Bed',1981,100,402,0.198,0,11,-16.701,0,11,-9.612,0.26677,675,nan,174.539,804,6801137,b'TRAWHIX128F92F5792'
6520,b'SORTAIB12AF729F4FC',367177,b'Meet Me in the City',b'ARRM70G1187B9A7F64',,b'Hudsonville MS',,b'Junior Kimbrough',0,355.68281,0,0.027,168.814,4,0.752,b'All Night Long',1999,251,1007,0.316,0,0,-10.871,1,17,-5.894,1.09432,1288,nan,355.683,1007,4088313,b'TRAWHJS128F93333E3'
6521,b'SOCFRRJ12A8C135707',569755,b'Day Trip/Tokyo Day Trip',b'AR1CD5Z1187B98F2C2',38.91391,"bLee's Summit MO""""",-94.37517,b'Pat Metheny',0,711.70567,7,0.61,108.407,3,0.705,b'Traveling Fast',2008,424,1276,0.125,0,7,-13.186,1,33,-4.707,0.39469,3165,0.386790177,698.009,3827,6313494,b'TRAWHKB12903C9A7E6'
6522,b'SOKKPPQ12AB018681D',506581,b'Laughter At Dawn',b'ARWGIOC1187FB4CBEF',37.16793,b'United States',-95.84502,b'Jim Chappell',0,241.8673,9,0.355,88.479,3,0.735,b'First Kiss',0,109,340,0.485,0,9,-25.266,1,9,-15.107,0.13129,467,0.473346541,221.362,680,5603647,b'TRAWHKS128F9330619'
